[2026-05-20T13:43:06] server start port=8787 root=H:\FDTD outcome\struct\群论_struct
[2026-05-20T16:04:20] "GET /assets/css/components.css HTTP/1.1" 200 -
[2026-05-20T16:04:20] "GET /assets/css/pages.css HTTP/1.1" 200 -
[2026-05-20T16:04:20] "GET /assets/js/app.js HTTP/1.1" 200 -
[2026-05-20T16:04:21] "GET /assets/js/api.js HTTP/1.1" 200 -
[2026-05-20T16:04:21] "GET /assets/js/charts.js HTTP/1.1" 200 -
[2026-05-20T16:04:21] "GET /api/v2/bootstrap HTTP/1.1" 200 -
[2026-05-20T16:04:21] "GET /api/v2/runs?page=1&page_size=80&query= HTTP/1.1" 200 -
[2026-05-20T16:04:21] "GET /api/v2/runs/run_full_2026%E5%B9%B45%E6%9C%8819%E6%97%A5_15%E6%97%B655%E5%88%8608%E7%A7%92_69b83999 HTTP/1.1" 200 -
[2026-05-20T16:04:21] "POST /api/v2/preload/start HTTP/1.1" 200 -
[2026-05-20T16:04:21] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:04:21] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:04:21] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:04:21] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:04:22] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:04:22] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:04:22] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:04:22] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:04:22] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:04:22] "GET /api/v2/runs?page=1&page_size=80&query= HTTP/1.1" 200 -
[2026-05-20T16:04:22] "GET /api/v2/runs/run_full_2026%E5%B9%B45%E6%9C%8819%E6%97%A5_15%E6%97%B655%E5%88%8608%E7%A7%92_69b83999 HTTP/1.1" 200 -
[2026-05-20T16:04:24] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:04:25] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:04:25] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:04:25] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:04:25] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:04:25] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:04:25] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:04:26] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:04:26] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:04:26] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:04:26] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:04:26] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:04:26] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:04:27] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:04:27] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:04:27] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:04:27] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:04:27] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:04:27] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:04:27] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:04:27] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:04:27] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:04:27] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:04:28] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:04:28] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:04:28] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:04:28] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:04:28] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:04:28] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:04:28] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:04:29] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:04:29] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:04:29] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:04:29] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:04:29] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:04:29] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:04:29] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:04:30] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:04:30] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:04:30] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:04:30] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:04:30] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:04:30] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:04:31] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:04:31] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:04:31] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:04:31] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:04:31] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:04:31] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:04:32] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:04:32] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:24] "GET / HTTP/1.1" 200 -
[2026-05-20T16:05:24] "GET /assets/css/tokens.css HTTP/1.1" 200 -
[2026-05-20T16:05:24] "GET /assets/css/base.css HTTP/1.1" 200 -
[2026-05-20T16:05:24] "GET /assets/css/shell.css HTTP/1.1" 200 -
[2026-05-20T16:05:24] "GET /assets/css/components.css HTTP/1.1" 200 -
[2026-05-20T16:05:24] "GET /assets/css/pages.css HTTP/1.1" 200 -
[2026-05-20T16:05:25] "GET /assets/js/api.js HTTP/1.1" 200 -
[2026-05-20T16:05:25] "GET /assets/js/charts.js HTTP/1.1" 200 -
[2026-05-20T16:05:25] "GET /api/v2/bootstrap HTTP/1.1" 200 -
[2026-05-20T16:05:25] "GET /api/v2/runs?page=1&page_size=80&query= HTTP/1.1" 200 -
[2026-05-20T16:05:25] "GET /api/v2/runs/run_full_2026%E5%B9%B45%E6%9C%8819%E6%97%A5_15%E6%97%B655%E5%88%8608%E7%A7%92_69b83999 HTTP/1.1" 200 -
[2026-05-20T16:05:25] "POST /api/v2/preload/start HTTP/1.1" 200 -
[2026-05-20T16:05:25] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:05:25] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:05:25] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:05:26] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:05:26] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:26] "GET /api/v2/runs?page=1&page_size=80&query= HTTP/1.1" 200 -
[2026-05-20T16:05:26] "GET /api/v2/runs/run_full_2026%E5%B9%B45%E6%9C%8819%E6%97%A5_15%E6%97%B655%E5%88%8608%E7%A7%92_69b83999 HTTP/1.1" 200 -
[2026-05-20T16:05:28] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:28] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:05:28] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:05:28] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:05:29] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:05:29] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:29] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:29] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:05:29] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:05:29] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:05:29] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:05:30] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:30] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:30] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:05:30] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:05:30] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:05:30] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:05:31] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:31] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:31] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:05:31] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:05:31] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:05:31] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:05:31] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:31] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:31] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:05:31] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:05:31] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:05:32] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:05:32] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:32] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:32] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:05:32] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:05:32] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:05:32] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:05:33] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:33] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:33] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:05:33] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:05:33] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:05:33] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:05:34] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:34] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:34] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:05:34] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:05:34] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:05:34] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:05:35] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:35] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:35] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:05:35] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:05:35] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:05:35] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:05:36] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:36] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:05:40] "GET /api/v2/resources?page=1&page_size=120&query= HTTP/1.1" 200 -
[2026-05-20T16:05:44] "GET /api/v2/files/preview?path=.idea%5C.gitignore HTTP/1.1" 200 -
[2026-05-20T16:05:44] "GET /api/v2/files/preview?path=.idea%5C.gitignore HTTP/1.1" 200 -
[2026-05-20T16:05:44] "GET /api/v2/files/preview?path=.idea%5C.gitignore HTTP/1.1" 200 -
[2026-05-20T16:06:48] "GET / HTTP/1.1" 200 -
[2026-05-20T16:06:48] "GET /assets/css/tokens.css HTTP/1.1" 200 -
[2026-05-20T16:06:48] "GET /assets/css/shell.css HTTP/1.1" 200 -
[2026-05-20T16:06:48] "GET /assets/css/base.css HTTP/1.1" 200 -
[2026-05-20T16:06:48] "GET /assets/css/components.css HTTP/1.1" 200 -
[2026-05-20T16:06:48] "GET /assets/css/pages.css HTTP/1.1" 200 -
[2026-05-20T16:06:48] "GET /assets/js/app.js HTTP/1.1" 200 -
[2026-05-20T16:06:49] "GET /assets/js/api.js HTTP/1.1" 200 -
[2026-05-20T16:06:49] "GET /assets/js/charts.js HTTP/1.1" 200 -
[2026-05-20T16:06:49] "GET /api/v2/bootstrap HTTP/1.1" 200 -
[2026-05-20T16:06:50] "GET /api/v2/resources?page=1&page_size=120&query= HTTP/1.1" 200 -
[2026-05-20T16:06:50] "POST /api/v2/preload/start HTTP/1.1" 200 -
[2026-05-20T16:06:50] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:06:50] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:06:50] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:06:50] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:06:51] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:06:51] "GET /api/v2/resources?page=1&page_size=120&query= HTTP/1.1" 200 -
[2026-05-20T16:06:51] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:06:52] "GET /api/v2/files/preview?path=.idea%5C.gitignore HTTP/1.1" 200 -
[2026-05-20T16:06:52] "GET /api/v2/files/preview?path=.idea%5C.gitignore HTTP/1.1" 200 -
[2026-05-20T16:06:55] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:06:55] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:06:55] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:06:55] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:06:55] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:06:55] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:06:56] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:06:56] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:06:56] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:06:56] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:06:56] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:06:56] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:06:56] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:06:56] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:06:57] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:06:57] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:06:57] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:06:57] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:06:57] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:06:57] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:06:57] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:06:58] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:06:58] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:06:58] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:06:58] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:06:58] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:06:58] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:06:58] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:06:59] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:06:59] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:06:59] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:06:59] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:06:59] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:06:59] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:07:00] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:07:00] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:07:00] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:07:00] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:07:00] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:07:00] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:07:01] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:07:01] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:07:01] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:07:01] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:07:01] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:07:01] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:07:02] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:07:02] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:07:02] "GET /api/v2/cache/chunk?name=run_index&page=1&page_size=50 HTTP/1.1" 200 -
[2026-05-20T16:07:02] "GET /api/v2/cache/chunk?name=script_registry&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:07:02] "GET /api/v2/cache/chunk?name=quality HTTP/1.1" 200 -
[2026-05-20T16:07:02] "GET /api/v2/cache/chunk?name=resources&page=1&page_size=100 HTTP/1.1" 200 -
[2026-05-20T16:07:02] "GET /api/v2/preload/next?kind=run_details&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:07:02] "GET /api/v2/preload/next?kind=spectra&limit=4 HTTP/1.1" 200 -
[2026-05-20T16:07:05] "GET /api/v2/runs?page=1&page_size=50&query= HTTP/1.1" 200 -
[2026-05-20T16:07:06] "GET /api/v2/diagnostics/run/run_full_2026%E5%B9%B45%E6%9C%8819%E6%97%A5_15%E6%97%B655%E5%88%8608%E7%A7%92_69b83999 HTTP/1.1" 200 -
[2026-05-20T16:07:06] "GET /api/v2/diagnostics/quality?run_id=run_full_2026%E5%B9%B45%E6%9C%8819%E6%97%A5_15%E6%97%B655%E5%88%8608%E7%A7%92_69b83999 HTTP/1.1" 500 -
[2026-05-20T16:07:11] "GET /api/v2/diagnostics/spectrum?run_id=run_full_2026%E5%B9%B45%E6%9C%8819%E6%97%A5_15%E6%97%B655%E5%88%8608%E7%A7%92_69b83999&sample_id=&kind=T HTTP/1.1" 200 -
[2026-05-20T16:07:13] "GET /api/v2/diagnostics/trend?run_id=run_full_2026%E5%B9%B45%E6%9C%8819%E6%97%A5_15%E6%97%B655%E5%88%8608%E7%A7%92_69b83999 HTTP/1.1" 200 -
[2026-05-20T16:08:58] "GET /api/v2/runs?page=1&page_size=1 HTTP/1.1" 200 -
[2026-05-20T16:08:58] "GET /api/v2/diagnostics/quality?run_id= HTTP/1.1" 500 -
[2026-05-20T16:09:15] "GET /api/v2/runs?page=1&page_size=1 HTTP/1.1" 200 -
[2026-05-20T16:09:15] "GET /api/v2/diagnostics/quality?run_id=run_full_2026%E5%B9%B45%E6%9C%8819%E6%97%A5_15%E6%97%B655%E5%88%8608%E7%A7%92_69b83999 HTTP/1.1" 500 -
[2026-05-20T16:09:34] "GET /api/v2/runs?page=1&page_size=1 HTTP/1.1" 200 -
[2026-05-20T16:09:34] "GET /api/v2/diagnostics/quality?run_id=run_full_2026%E5%B9%B45%E6%9C%8819%E6%97%A5_15%E6%97%B655%E5%88%8608%E7%A7%92_69b83999 HTTP/1.1" 500 -
[2026-05-20T16:10:23] server start port=8787 root=H:\FDTD outcome\struct\群论_struct
[2026-05-20T16:10:36] "GET /api/v2/runs?page=1&page_size=1 HTTP/1.1" 200 -
[2026-05-20T16:10:36] "GET /api/v2/diagnostics/quality?run_id=run_full_2026%E5%B9%B45%E6%9C%8819%E6%97%A5_15%E6%97%B655%E5%88%8608%E7%A7%92_69b83999 HTTP/1.1" 200 -
[2026-05-20T16:11:32] "GET / HTTP/1.1" 200 -
[2026-05-20T16:11:32] "GET /assets/css/tokens.css HTTP/1.1" 200 -
[2026-05-20T16:11:32] "GET /assets/css/base.css HTTP/1.1" 200 -
[2026-05-20T16:11:32] "GET /assets/css/components.css HTTP/1.1" 200 -
[2026-05-20T16:11:32] "GET /assets/css/pages.css HTTP/1.1" 200 -
[2026-05-20T16:11:32] "GET /assets/js/app.js HTTP/1.1" 200 -
[2026-05-20T16:11:32] "GET /assets/js/charts.js HTTP/1.1" 200 -
[2026-05-20T16:11:32] "GET /api/v2/bootstrap HTTP/1.1" 200 -
[2026-05-20T16:11:32] "GET /api/v2/runs?page=1&page_size=50&query= HTTP/1.1" 200 -
[2026-05-20T16:11:32] "GET /api/v2/diagnostics/run/run_full_2026%E5%B9%B45%E6%9C%8819%E6%97%A5_15%E6%97%B655%E5%88%8608%E7%A7%92_69b83999 HTTP/1.1" 200 -
[2026-05-20T16:11:32] "POST /api/v2/preload/start HTTP/1.1" 200 -
